Hit the jackpot,అదృష్టం కొట్టడం,लकी पीटा
Hold all the cards,నియంత్రణలో ఉండటం,नियंत्रण में होना
Hold the fort,బాధ్యతలు తాత్కాలికంగా చూసుకోవడం,अस्थायी रूप से जिम्मेदारियों की देखभाल करने के लिए
Hold your tongue,నిశ్శబ్దంగా ఉండటం,चुप रहना
Hot potato,సమస్యాత్మకమైన విషయం,एक समस्या जो समस्याग्रस्त है
Hush-hush,రహస్యంగా,गुप्त रूप से
In a nutshell,సంక్షిప్తంగా,संक्षेप में
In cold blood,క్రూరంగా,बेतहाशा
In the fast lane,వేగంగా జీవించడం,तेजी से जीने के लिए
In the limelight,అందరి దృష్టిలో ఉండటం,सभी की नजर में होना
In the same breath,ఒకేసారి విరుద్ధంగా చెప్పడం,एक बार में विपरीत बताने के लिए
Iron out differences,సమస్యలు పరిష్కరించడం,समस्याओं को सुलझा रहा
Jack of all trades,అన్నీ తెలిసినవాడు కానీ నిపుణుడు కాదు,क्या आप जानते हैं लेकिन विशेषज्ञ नहीं हैं
Jump ship,వదిలి వెళ్లిపోవడం,छोड़कर
Keep a low profile,పెద్దగా కనిపించకుండా ఉండడం,काफी हद तक गायब होना
Keep tabs on,గమనిస్తూ ఉండడం,अवलोकन करना
Keep the ball in play,కొనసాగించడం,जारी रखना
Keep your nose clean,సమస్యలలో పడకపోవడం,मुसीबत में लग रहा है
Kick the habit,అలవాటు వదలడం,छोड़ने की आदत
Knock on wood,దురదృష్టం రాకుండా ఆశించడం,दुर्भाग्य से छुटकारा पाने की उम्मीद है
Know the ropes,పని గురించి బాగా తెలుసుకోవడం,अच्छी तरह से काम के बारे में पता है
Landslide victory,ఘన విజయం,ठोस सफलता
Laughing stock,నవ్వుల పాలు కావడం,हँसी का दूध
Lay down the law,కఠినంగా నియమాలు చెప్పడం,नियमों को सख्ती से बताने के लिए
Leave someone in the lurch,కష్ట సమయంలో వదిలేయడం,एक मुश्किल समय पर छोड़कर
Let bygones be bygones,పాత విషయాలు మర్చిపోవడం,पुरानी चीजों को भूलकर
Let hair down,రిలాక్స్ అవ్వడం,आराम करना
Let off steam,కోపం బయట పెట్టుకోవడం,क्रोध को उजागर करना
Life of the party,అందరినీ ఆనందపరచే వ్యక్తి,एक व्यक्ति जो सभी का आनंद लेता है
Like a house on fire,వెంటనే మంచి సంబంధం ఏర్పడటం,एक अच्छे संबंध बनाने के तुरंत बाद
Lion’s share,ఎక్కువ భాగం,सर्वाधिक समय
Live and let live,ఇతరులను అంగీకరించడం,दूसरों को स्वीकार करना
Living on borrowed time,ఎప్పుడైనా జరగబోయే ప్రమాదంలో ఉండటం,कभी भी होने के खतरे में होना
Lo and behold,ఆశ్చర్యంగా,हैरानी की बात है
Lock horns,వాదనకు దిగడం,एक तर्क में हो रही है
Long shot,జరగే అవకాశం తక్కువ,होने का मौका कम है
Loose cannon,అదుపులో లేని వ్యక్తి,एक व्यक्ति जो नियंत्रण में नहीं है
Lose your marbles,పిచ్చివాడిలా మారడం,पागल हो जाना
Make a killing,ఎక్కువ లాభం పొందడం,अधिक लाभ प्राप्त करें
Make hay while the sun shines,అవకాశం ఉన్నప్పుడు ఉపయోగించుకోండి,अवसर का उपयोग करें
Make waves,పెద్ద ప్రభావం చూపించడం,एक बड़ा प्रभाव बनाने के लिए
Man of his word,మాట నిలబెట్టుకునే వ్యక్తి,एक व्यक्ति जो शब्द को बरकरार रखता है
Man of the hour,ఆ సమయంలో ముఖ్యమైన వ్యక్తి,उस समय एक महत्वपूर्ण व्यक्ति
Meet halfway,రాజీ చేసుకోవడం,समझौता
Miss the mark,విఫలమవడం,असफलता
Move mountains,అసాధ్యమైన పనులు చేయడం,असंभव कार्य करना
Music to my ears,సంతోషం కలిగించే విషయం,एक ऐसी चीज जो खुशी का कारण बनती है
Neck and neck,సమాన స్థితిలో ఉండటం,समान स्थिति में होना
Needle in a haystack,చాలా కష్టంగా దొరికేది,बहुत मुश्किल
Never say die,ఎప్పుడూ ఆశ వదలకండి,कभी भी उम्मीद नहीं है
New lease of life,కొత్త అవకాశంతో జీవితం,एक नए अवसर के साथ जीवन
Next to nothing,చాలా తక్కువ,ज़रा सा
Nip in the bud,మొదట్లోనే ఆపేయడం,शुरुआत में रुकना
No-brainer,సులభంగా నిర్ణయం తీసుకోవలసిన విషయం,एक आसान निर्णय लेने के लिए कुछ
Not a spark of decency,మర్యాద లేకపోవడం,शिष्टाचार की कमी
Not the end of the world,అంతగా పెద్ద సమస్య కాదు,बड़ी समस्या नहीं है
Off the beaten track,సాధారణం కానిది,नॉन -ससुअल है
Off the cuff,ముందస్తు సిద్ధం లేకుండా,बिना तैयारी के
Off the hook,శిక్ష తప్పించుకోవడం,पलायन दण्ड
Off the record,అధికారికంగా కాకుండా,बल्कि आधिकारिक तौर पर
Old hat,"పాతది, బోరింగ్","पुराना, उबाऊ"
On a roll,వరుస విజయాల్లో ఉండడం,सफलताओं की एक श्रृंखला में होना
On cloud nine,ఆనందంగా ఉండటం,खुश रहना
On pins and needles,ఆత్రుతతో ఎదురుచూడడం,उत्सुकता के लिए आगे देख रहे हैं
On the ball,"జాగ్రత్తగా, తెలివిగా ఉండటం",सावधान और शांत होना
On the rocks,సమస్యల్లో పడటం,समस्याओं में गिरना
On the same page,ఒకే అభిప్రాయంలో ఉండటం,एक ही राय में होना
On the tip of your tongue,గుర్తొచ్చే లోపలే ఉండటం,अंदर होना
On thin ice,ప్రమాదంలో ఉండటం,खतरे में होना
"Once bitten, twice shy",ఒకసారి మోసపోతే జాగ్రత్తగా ఉండటం,एक बार सावधान रहना
Open a can of worms,సమస్యల్ని పెంచడం,बढ़ती समस्याएं
Out and out,పూర్తిగా,पूरी तरह
Out of sorts,బాగోలేకపోవడం,पर पहुंच-योग्य
Out of the blue,ఆకస్మికంగా,अचानक
Out of the woods,కష్టాల నుంచి బయటపడటం,मुसीबत से बाहर निकलना
Over the hill,వయసు మించిపోయిన,आयु से अधिक
Over the moon,ఆనందంగా ఉండటం,खुश रहना
Own flesh and blood,తన సొంత బంధువు,उसका अपना चचेरा भाई
Pain in the neck,చిరాకు తెప్పించే విషయం,कुछ परेशान करना
Paint the town red,మస్తిగా సరదాగా గడపడం,मास्टिगा मज़ा
Pass the hat around,డబ్బు సేకరించడం,धन एकत्र करना
Pay lip service,నోటి మాటలతో మాత్రమే మద్దతు ఇవ్వడం,केवल मुंह के शब्द का समर्थन करने के लिए
Take with a grain of salt,పూర్తిగా నమ్మకండి,पूरी तरह से भरोसा मत करो
Talk of the town,అందరూ మాట్లాడే విషయం,हर कोई बात कर रहा है
The best of both worlds,రెండు ప్రయోజనాలు కలిసినది,एक साथ दो फायदे
The early bird catches the worm,త్వరగా ప్రయత్నించినవాడికి లాభం,किसी के लिए लाभ जिसने जल्दी से कोशिश की
The elephant in the room,అందరూ తెలుసు కానీ మాట్లాడని విషయం,हर कोई जानता है लेकिन कुछ ऐसा नहीं बोलता है
The tip of the iceberg,సమస్యలో చిన్న భాగమే బయటపడినది,समस्या का सबसे छोटा हिस्सा बाहर है
There’s no smoke without fire,కారణం లేకుండా పుకార్లు రావు,अफवाहें बिना कारण नहीं आती हैं
Through thick and thin,అన్ని పరిస్థితుల్లోనూ,हर हाल में
Throw in the towel,ఓటమి అంగీకరించడం,हार स्वीकार करना
Tie the knot,పెళ్లి చేసుకోవడం,शादी होना
Time flies,సమయం త్వరగా గడిచిపోతుంది,समय जल्दी से बीत जाता है
To add fuel to the fire,పరిస్థితిని మరింత చెడగొట్టడం,स्थिति को परेशान करना
To beat the clock,సమయానికి ముందే పూర్తి చేయడం,समय से पहले पूरा करना
To blow one’s own trumpet,తన ప్రతిభను తానే పొగడడం,अपनी प्रतिभा को धूम्रपान करना
To burn bridges,సంబంధాలను పూర్తిగా తెంచుకోవడం,रिश्तों को पूरी तरह से बाधित करने के लिए
To cut to the chase,ముఖ్య విషయానికి రావడం,ऊँची एड़ी के जूते पर आ रहा है
To face the music,తప్పు చేసిన ఫలితాలను అనుభవించడం,गलत के परिणामों का अनुभव करना
To feel under the weather,ఆరోగ్యంగా లేనట్టు అనిపించడం,स्वस्थ होने लगता है
To get cold feet,చివరి నిమిషంలో భయపడిపోవడం,अंतिम मिनट में चिंतित
To get out of hand,అదుపులో లేకపోవడం,नियंत्रण का अभाव
To give the benefit of the doubt,అనుమానం ఉన్నా విశ్వసించడం,संदेह में विश्वास
To go back to the drawing board,మొదటి నుంచి మళ్లీ మొదలుపెట్టడం,खरोंच से फिर से शुरू
To hit the road,ప్రయాణం ప్రారంభించడం,यात्रा शुरू करना
To jump on the bandwagon,విజయవంతమైన పనిలో చేరడం,सफल काम में शामिल होना
To keep at bay,దూరంగా ఉంచడం,दूर रखना
To keep fingers crossed,శుభం జరగాలని కోరుకోవడం,ऐसा होना चाहते हैं
To keep in the loop,సమాచారం అందించడం,जानकारी प्रदान करना
To let bygones be bygones,పాత విషయాలను వదిలేయడం,पुरानी चीजों को छोड़कर
To make ends meet,తగినంత డబ్బుతో గడవడం,पर्याप्त धन के साथ उठने के लिए
To miss the boat,అవకాశాన్ని కోల్పోవడం,एक अवसर खोना
To pull the plug,ఆపివేయడం,बंद करें
To put the cart before the horse,తారుమారు క్రమంలో చేయడం,हेरफेर का आदेश करना
To rain cats and dogs,భారీ వర్షం పడడం,हेवी रेन फॉल्स
To save for a rainy day,భవిష్యత్తు కోసం దాచుకోవడం,भविष्य के लिए छिपाना
To see eye to eye,ఒకే అభిప్రాయం కలిగి ఉండడం,एक राय रखने के लिए
To smell blood,బలహీనత చూసి దాడి చేయడం,हमले की कमजोरी
To spill over,నియంత్రణ తప్పి వ్యాప్తి చెందడం,प्रकोप
To stand one’s ground,తన అభిప్రాయం నిలబెట్టుకోవడం,उनकी राय को बनाए रखना
To take a back seat,ప్రధాన పాత్ర నుంచి వెనక్కి తగ్గడం,मुख्य चरित्र से वापस कम करना
To take the bull by the horns,కష్టాన్ని ధైర్యంగా ఎదుర్కోవడం,कठिनाई की कठिनाई का सामना करने के लिए
Tongue-in-cheek,సరదాగా చెప్పినది,मज़ा ने कहा
Too good to be true,నిజం కాదనిపించేంత మంచి,यह सच नहीं बनाने के लिए पर्याप्त है
Turn a blind eye,పట్టించుకోకపోవడం,की उपेक्षा
Turn the tables,పరిస్థితి తారుమారు చేయడం,स्थिति में हेरफेर किया जाता है
Under one’s nose,కనబడే దగ్గరే,उपस्थिति के पास
Under the table,"రహస్యంగా, అక్రమంగా","गुप्त रूप से, अवैध रूप से"
Under the weather,ఆరోగ్యంగా లేని,स्वस्थ नहीं है
Up in the air,ఇంకా నిర్ణయించని,अभी तक फैसला नहीं किया
Walk in someone’s shoes,వేరొకరి పరిస్థితిని అనుభవించడం,किसी और की स्थिति का अनुभव करना
Walk the talk,చెప్పింది చేసి చూపించడం,कहते हैं और दिखाते हैं
Water under the bridge,పాత విషయాన్ని మర్చిపోవడం,पुरानी चीज़ को भूलकर
Wear your heart on your sleeve,భావాలను బహిరంగంగా చూపించడం,भावनाओं को खुले तौर पर दिखा रहा है
Wild goose chase,వృథా ప్రయత్నం,व्यर्थ प्रयास
With flying colors,అద్భుత విజయంతో,एक अद्भुत सफलता के साथ
Word of mouth,మాటల ద్వారా ప్రచారం,शब्दों द्वारा प्रचारित
Worth its weight in gold,అమూల్యమైనది,अमूल्य है
You can’t have your cake and eat it too,రెండూ ఒకేసారి సాధ్యం కాదు,दोनों एक बार में संभव नहीं हैं
"You scratch my back, I’ll scratch yours",పరస్పర సహాయం,पारस्परिक सहायता
Your guess is as good as mine,నాకు కూడా తెలియదు,मैं भी नहीं जानता
Zero tolerance,అసలు సహనం లేకపోవడం,वास्तविक धैर्य की कमी
Zip your lip,నోరు మూయడం,मुंह बंद करना
Above board,నిజాయితీగా,ईमानदारी से
Ace up one’s sleeve,రహస్యంగా ఉన్న ప్రయోజనం,गुप्त होने का उद्देश्य
Across the board,అందరికీ వర్తించేలా,सभी पर लागू करने के लिए
Against the clock,తక్కువ సమయం లో పూర్తి చేయడం,थोड़े समय में पूरा करना
All ears,శ్రద్ధగా వినడం,ध्यान से सुनना
All set,సిద్ధంగా ఉండటం,तैयार होना
At arm’s length,కొంత దూరంగా,थोड़ा दूर
At the drop of a hat,వెంటనే,तुरंत
Back to square one,మొదటికి తిరిగి రావడం,पहले वापस आओ
Ballpark figure,సుమారుగా అంచనా,लगभग अनुमान
Behind closed doors,రహస్యంగా,गुप्त रूप से
Bend over backwards,చాలా కష్టపడటం,बहुत कठिन
Big fish in a small pond,చిన్న వర్గంలో పెద్దవాడిలా ఉండడం,एक छोटी श्रेणी में एक वयस्क की तरह होना
Blind leading the blind,తెలియని వారు మరొకరిని నడిపించడం,एक और ड्राइविंग करने के लिए अज्ञात
Break the bank,చాలా ఖర్చు అవ్వడం,बहुत सारी लागत
Bring home the bacon,కుటుంబానికి సంపాదించడం,परिवार के लिए कमाई
By the book,నియమాలను పాటించడం,नियमों का पालन करते हुए
By the skin of your teeth,చాలా కష్టపడి గట్టెక్కడం,बहुत कठिन
Catch someone red-handed,నేరం చేస్తున్నప్పుడు పట్టుకోవడం,अपराध करते हुए पकड़ना
Checkmate,పూర్తిగా ఓడించడం,पूरी तरह से पराजित
Come to grips with,సమస్యను అర్థం చేసుకుని ఎదుర్కోవడం,समस्या को समझें और सामना करें
Cook the books,అక్రమంగా లెక్కలు మార్చడం,गणना को अवैध रूप से बदलना
Cry over spilt milk,జరిగినదాని మీద బాధపడటం,क्या हुआ पर दुख
Cut and dried,"స్థిరమైనది, మార్పు లేని","निरंतर, अपरिवर्तित"
Devil’s own luck,అసాధారణ అదృష్టం,असामान्य भाग्य
Down to earth,వాస్తవానికి దగ్గరగా ఉండే వ్యక్తి,वह व्यक्ति जो वास्तव में करीब है
Drag one’s feet,ఉద్దేశపూర్వకంగా ఆలస్యం చేయడం,जानबूझकर देरी
Dutch courage,మద్యం తాగి వచ్చిన ధైర్యం,शराब पीने की हिम्मत
Eat humble pie,పొరపాటు అంగీకరించి క్షమాపణ చెప్పడం,स्वीकार किया और माफी मांगी
Eye for an eye,ప్రతీకారం తీర్చుకోవడం,बदला लेने के लिए
Fall from grace,గౌరవం కోల్పోవడం,सम्मान खोना
Feather in one’s cap,గర్వకారణం,गर्व
Few and far between,చాలా అరుదుగా,बहुत मुश्किल से ही
Fool’s gold,నిజం కాని ప్రయోజనం,सच्चाई उद्देश्य है
For good measure,అదనంగా,इसके अलावा
From scratch,మొదటి నుంచి,शुरूुआत से
Give someone the cold shoulder,నిర్లక్ష్యం చేయడం,की अनदेखी
Go hand in hand,కలిసే ఉండటం,मिलने के लिए
Go the extra mile,అదనపు కృషి చేయడం,अतिरिक्त प्रयास करना
Half-baked idea,పూర్తిగా ఆలోచించని ఆలోచన,वह विचार जो पूरी तरह से नहीं सोचा गया है
Hang in there,ఓపికతో కొనసాగడం,धैर्य के साथ जारी रखना
Have an axe to grind,స్వలాభం కోసం ప్రయత్నించడం,स्वार्थ के लिए कोशिश करना
Have bigger fish to fry,ఇంకా ముఖ్యమైన పనులు ఉండడం,अभी भी महत्वपूर्ण कार्य हैं
Have the last laugh,చివరికి గెలవడం,अंत में जीतना
Hear it on the grapevine,వదంతుల ద్వారా వినడం,अफवाहों के माध्यम से सुनना
Hit the books,చదువుకోవడం,पढ़ना
Hit the jackpot,పెద్ద విజయాన్ని పొందడం,बड़ी सफलता प्राप्त करना
Hold all the aces,అన్ని ప్రయోజనాలు కలిగి ఉండటం,सभी फायदे हैं
Hold water,నమ్మదగినది,विश्वसनीय है
In hot water,కష్టాల్లో పడడం,मुसीबत में पड़ने के लिए
In leaps and bounds,చాలా వేగంగా,बहुत तेज
In the nick of time,చివరి నిమిషంలో,अंतिम मिनट में
In the same breath,ఒకేసారి రెండు విషయాలు చెప్పడం,एक बार में दो बातें कहने के लिए
In the spotlight,అందరి దృష్టిలో,सभी की नजर में
It takes two to tango,రెండు పక్షాలూ కారణం అవ్వాలి,दोनों पक्षों का कारण होना चाहिए
Jack of all trades,అన్ని పనులు కొద్దిగా తెలిసిన వ్యక్తి,एक व्यक्ति जो सभी कार्यों को थोड़ा जानता है
Jump the gun,సమయానికి ముందే ప్రారంభించడం,समय से पहले शुरू
Keep body and soul together,కనీస అవసరాలు తీర్చుకోవడం,न्यूनतम आवश्यकताओं को पूरा करने के लिए
Keep your chin up,ధైర్యంగా ఉండడం,बहादुर होना
Kick the bucket,మరణించడం,मरना
Know the ropes,ఎలా చేయాలో బాగా తెలుసుకోవడం,अच्छी तरह से जानना कि कैसे करना है
Last straw,సహనం ముగిసే స్థితి,धैर्य की स्थिति
Lay cards on the table,నిజం బయట పెట్టడం,सच्चाई को बाहर करना
Learn the hard way,కష్టాల ద్వారా నేర్చుకోవడం,कठिनाई के माध्यम से सीखना
Leave no stone unturned,అన్ని ప్రయత్నాలు చేయడం,सभी प्रयास कर रहे हैं
Let off steam,కోపం తీర్చుకోవడం,खून खौलना
Like water off a duck’s back,ఎటువంటి ప్రభావం లేకపోవడం,किसी भी प्रभाव की कमी
Lion’s share,పెద్ద భాగం,एक बड़ा हिस्सा
Live and let live,ఇతరులను వదిలివేయడం,दूसरों को छोड़ना
Long shot,విజయావకాశం తక్కువ,सफलता कम है
Look before you leap,ముందే ఆలోచించు,पहले सोचें
Lose your touch,నైపుణ్యం కోల్పోవడం,कौशल की हानि
Make a long story short,సంక్షిప్తంగా చెప్పడం,संक्षेप में कहने के लिए
Make waves,చర్చకు దారి తీసేలా చేయడం,यह बहस के लिए अग्रणी है
Man of the moment,ఆ సమయంలో ముఖ్యమైన వ్యక్తి,उस समय एक महत्वपूर्ण व्यक्ति
Move mountains,అసాధ్యాన్ని సాధ్యం చేయడం,असंभव बनाना असंभव है
Neck and neck,సమానంగా పోటీపడటం,समान रूप से प्रतिस्पर्धा करने के लिए
Nest egg,దాచిన డబ్బు,छिपा हुआ धन
New kid on the block,కొత్త వ్యక్తి,एक नया व्यक्ति
No-brainer,ఆలోచించకుండా సులభంగా అర్థమయ్యేది,बिना सोचे समझे आसानी से समझ सकते हैं
Not playing with a full deck,పూర్తిగా తెలివి లేని వ్యక్తి,एक व्यक्ति जो पूरी तरह से बेवकूफ है
Off the beaten track,సాధారణంగా లేని,अकारण
On a shoestring budget,తక్కువ ఖర్చుతో,कम लागत पर
On the ball,అప్రమత్తంగా ఉండడం,सतर्क रहना
On the fence,నిర్ణయం తీసుకోకపోవడం,निर्णय नहीं कर रहा है
"Once bitten, twice shy",ఒకసారి మోసపోతే మళ్లీ జాగ్రత్తగా ఉండడం,एक बार फिर से सावधान रहने के लिए धोखा दिया
Out of the blue,అకస్మాత్తుగా,अचानक
Out of this world,అద్భుతమైనది,अद्भुत है
Over the moon,చాలా సంతోషంగా,बहुत खुश
Part and parcel,ముఖ్యమైన భాగం,महत्वपूर्ण भाग
Pass with flying colors,అద్భుత విజయంతో పాస్ అవ్వడం,एक शानदार जीत के साथ गुजरना
Piece of cake,చాలా సులభమైన పని,बहुत आसान काम
Pipe dream,అసాధ్యమైన కల,एक असंभव सपना
Play it by ear,పరిస్థితి చూసి నిర్ణయం తీసుకోవడం,फ़ैसला
Poker face,భావాలు కనబడకుండా ఉంచడం,भावनाओं को प्रदर्शित करने से रोकना
Pull someone’s leg,సరదాగా ఎగతాళి చేయడం,मज़ा का मज़ा लेना
Put a sock in it,నోరు మూయమని చెప్పడం,मुझे मुंह बंद करने के लिए कहो
Quick and dirty,త్వరగా చేసినా సరైనది కాదు,जल्दी से किया लेकिन सही नहीं
Rags to riches,పేదరికం నుంచి సంపన్నతకు,गरीबी से समृद्धि के लिए
Rain on someone’s parade,వారి ఆనందం చెడగొట్టడం,उनकी खुशी परेशान कर रही है
Red herring,దారి తప్పించే విషయం,रास्ते से बाहर का रास्ता
Rise and shine,లేచి శక్తిగా ఉండటం,ऊपर होना और शक्तिशाली होना
Rome wasn’t built in a day,గొప్ప పనులు ఒక రోజులో జరగవు,एक दिन में महान कार्य नहीं होते हैं
Round the clock,24 గంటలు నిరంతరం,लगातार 24 घंटे
Rule the roost,నియంత్రణ కలిగి ఉండడం,नियंत्रण करने के लिए
Run out of steam,శక్తి అయిపోవడం,शक्ति की शक्ति
Same boat,ఒకే పరిస్థితిలో,उसी स्थिति में
See eye to eye,ఏకాభిప్రాయం కలిగి ఉండడం,एक आम सहमति है
Sell like hot cakes,చాలా వేగంగా అమ్ముడవ్వడం,बहुत तेजी से बेचना
Shoot the breeze,అప్రయోజకంగా మాట్లాడటం,प्यार की स्थिति में बोलते हुए
Sink or swim,విజయమా ఓటమా అనేది ప్రయత్నంపైనే ఆధారపడి ఉంటుంది,विजयमा ओटामा प्रयास पर निर्भर करता है
Sit tight,ఓపికగా ఎదురుచూడడం,धैर्यपूर्वक प्रत्याशित
Sleep like a log,గాఢనిద్రలో పడిపోవడం,गहरी नींद में गिरना
Small talk,చిన్న విషయాల మీద మాటలు,छोटी चीजों पर शब्द
Smell a rat,అనుమానం రావడం,संदेह आ रहा है
Snake in the grass,దొంగతనపు శత్రువు,डकैती दुश्मन
Snowball effect,క్రమంగా పెద్దదవుతూ పోవడం,धीरे -धीरे बड़ा हो रहा है
Speak of the devil,ఎవరినీ చెప్పగానే వారు రావడం,जब वे कहते हैं कि वे नहीं आ रहे हैं
Split hairs,చిన్న విషయాల మీద వాదించడం,मामूली बातों पर बहस करना
Spread like wildfire,వేగంగా వ్యాప్తి చెందడం,तेजी से फैलने के लिए
Stab in the back,మోసం చేయడం,बेईमानी करना
Stand tall,గర్వంగా నిలబడడం,खड़े होकर गर्व से
Start from scratch,మొదటి నుంచి మొదలుపెట్టడం,खरोंच से शुरू
Step up one’s game,తన పనితీరు మెరుగుపరచడం,उनके प्रदर्शन में सुधार
Stick to your guns,అభిప్రాయాన్ని మార్చుకోకుండా ఉండడం,प्रतिक्रिया बदलने से बचने के लिए
Straight from the horse’s mouth,నేరుగా విశ్వసనీయ వనరునుంచి,सीधे एक विश्वसनीय संसाधन से
Strike while the iron is hot,సరైన సమయాన్ని ఉపయోగించుకోండి,सही समय का उपयोग करें
Take a rain check,తర్వాత చేస్తానని చెప్పడం,यह कहने के लिए कि वह बाद में ऐसा करेगा
Take it with a pinch of salt,పూర్తిగా నమ్మకండి,पूरी तरह से भरोसा मत करो
Take the cake,అత్యంత విచిత్రంగా ఉండటం,सबसे अजीब होने के नाते
The ballpark figure,సుమారు అంచనా,लगभग अनुमान
The bottom line,ముఖ్యమైన విషయం,खास बात
The lion’s share,పెద్ద భాగం,एक बड़ा हिस्सा
The sky’s the limit,పరిమితి లేదు,कोई सीमा नहीं है
The writing on the wall,రాబోయే ప్రమాదం స్పష్టంగా కనిపించడం,आगामी जोखिम स्पष्ट दिखाई दे रहा है
Thick and thin,అన్ని పరిస్థితుల్లో,हर हाल में
Think outside the box,భిన్నంగా ఆలోచించడం,अलग तरह से सोचने के लिए
Through thick and thin,ఎల్లప్పుడూ,हमेशा
Throw cold water on,ఉత్సాహం తగ్గించడం,उत्तेजना को कम करना
Pick up the pieces,విఫలమైన తర్వాత మళ్లీ మొదలు పెట్టడం,असफल होने के बाद फिर से शुरू
Play hardball,కఠినంగా వ్యవహరించడం,कठोर व्यवहार करना
Play it safe,రిస్క్ తీసుకోకుండా జాగ్రత్తగా వ్యవహరించడం,सावधान रहने के लिए जोखिम न लेने के लिए
Play with fire,ప్రమాదకరమైన పని చేయడం,खतरनाक काम करना
Pop the question,పెళ్లి ప్రపోజ్ చేయడం,शादी का प्रस्ताव
Pull a fast one,మోసం చేయడం,बेईमानी करना
Pull the plug,ఆపివేయడం,बंद करें
Pull your weight,తన పనిని సరిగా చేయడం,अपना काम ठीक से कर रहा है
Push the envelope,పరిమితులను దాటడం,सीमा पार करना
Put a sock in it,నిశ్శబ్దంగా ఉండు,चुप रहें
Put down roots,స్థిరపడటం,तय किया हुआ
Put in a good word,సిఫారసు చేయడం,की सिफारिश
Put the cart before the horse,తారుమారు క్రమంలో చేయడం,हेरफेर का आदेश करना
Put your money where your mouth is,మాటలకన్నా చర్యలు చేయడం,शब्दों की तुलना में कार्रवाई करना
Rags to riches,పేదరికం నుంచి సంపదకు చేరడం,गरीबी से धन तक पहुंचने के लिए
Rain on someone’s parade,ఎవరి ఆనందం చెడగొట్టడం,जिसकी खुशी परेशान कर रही है
Raise eyebrows,ఆశ్చర్యం కలిగించడం,आश्चर्यचकित करना
Raise the bar,ప్రమాణాన్ని పెంచడం,मानक बढ़ाना
Rake someone over the coals,కఠినంగా మందలించడం,कसकर फटकार
Read someone the riot act,కఠినంగా హెచ్చరించడం,कसकर चेतावनी
Red tape,అవసరం లేని ప్రభుత్వ విధానాలు,सरकारी नीतियां जिनकी आवश्यकता नहीं है
Red-handed,నేరం చేస్తూ పట్టుకోవడం,अपराध को पकड़ना
Rest on your laurels,గత విజయాలపై ఆధారపడటం,पिछली उपलब्धियों पर भरोसा करना
Ride high,విజయవంతంగా ఉండటం,सफल होना
Right off the bat,వెంటనే,तुरंत
Ring a bell,ఎక్కడో విన్నట్టుగా అనిపించడం,कहीं सुनने जैसा लगता है
Rise and shine,లేచి పనిని మొదలు పెట్టు,उठो और काम करना शुरू करो
Road to recovery,కోలుకునే దశలో ఉండటం,एक पुनर्प्राप्ति चरण में होना
Rob Peter to pay Paul,ఒకరి దగ్గర తీసుకొని మరొకరికి ఇవ్వడం,एक दूसरे को देना
Rock and hard place,రెండు కష్టాల మధ్య ఇరుక్కుపోవడం,दो कठिनाइयों के बीच अटक गया
Roll out the red carpet,ఘన స్వాగతం ఇవ్వడం,ठोस स्वागत दे रहा है
Roll with the punches,పరిస్థితికి తగ్గట్టు మారడం,स्थिति पर स्विच करना
Rub salt in the wound,బాధను మరింత పెంచడం,दर्द बढ़ाना
Rule the roost,ఆధిపత్యం చెలాయించడం,प्रभाव
Run in circles,ఫలితం లేకుండా కష్టపడటం,परिणाम के बिना कठिन
Run of the mill,సాధారణమైనది,सामान्य है
Saved by the bell,చివరి నిమిషంలో కాపాడబడటం,अंतिम समय में बचाया जाना
Scapegoat,నిందలు మోసే వ్యక్తి,वह व्यक्ति जो इसके अलावा दोषी है
Scratch someone’s back,సహాయం చేసి ప్రతిఫలం ఆశించడం,मदद करें और इनाम की उम्मीद करें
Second to none,అద్భుతమైనది,अद्भुत है
See eye to eye,ఒకే అభిప్రాయంలో ఉండటం,एक ही राय में होना
See the light,అర్థం చేసుకోవడం,समझ में
See the writing on the wall,జరగబోయే సమస్యను ముందే గమనించడం,उस समस्या से पहले जो होने वाला है
Sell like hotcakes,వేగంగా అమ్ముడవ్వడం,तेजी से बेचना
Send shivers down your spine,భయం పుట్టించడం,डर का डर
Set in stone,మార్చలేని నిర్ణయం,एक निर्णय जिसे बदला नहीं जा सकता
Set the record straight,నిజం చెప్పడం,सच बोलने के लिए
Shake a leg,త్వరగా కదలడం,जल्दी से आगे बढ़ना
Shape up or ship out,మారకపోతే బయటకు వెళ్ళు,अगर नहीं बदला तो बाहर जाओ
Shoot the breeze,సరదాగా మాట్లాడుకోవడం,मज़ा की बात करना
Shotgun wedding,తప్పనిసరిగా జరిగిన పెళ్లి,शादी हुई शादी
Show the ropes,పని ఎలా చేయాలో నేర్పడం,कैसे काम करना सिखाना
Silver lining,ప్రతికూలంలో మంచిది,नकारात्मक में अच्छा है
Sink or swim,విజయం లేదా ఓటమి,सफलता या पराजय
Six feet under,చనిపోవడం,मरना
Skeleton staff,కనీస సిబ్బంది,न्यूनतम कर्मचारी
Skid row,పేదరిక జీవితం,गरीबी जीवन
Sleep like a log,గాఢ నిద్రలో పడటం,गहरी नींद में सो रहा है
Slip through the cracks,గమనించకపోవడం,सूचित नहीं
